x,y,cell_type,cell_class,anatomical_layer,mucosal_pseudospace
2617.08365,509.87667218181815,Stem,Epithelial,Mucosa,0.38840213418006897
2631.69788125,498.3393813068182,Tuft,Epithelial,Mucosa,0.31979691982269287
2732.2109878378383,399.4096066216216,Stem,Epithelial,Mucosa,0.5455880761146545
2706.4924823529414,421.6937017647058,Goblet (bottom),Epithelial,Mucosa,0.44926562905311584
2715.818866486487,407.4614017837837,Stem,Epithelial,Mucosa,0.43027040362358093
2858.445414,265.1253168,Stem,Epithelial,Mucosa,0.1389152556657791
2663.0873390243896,471.5069454471545,Stem,Epithelial,Mucosa,0.41692960262298584
2750.0717802816903,370.6012595070422,Goblet (bottom),Epithelial,Mucosa,0.3996320068836212
2448.92815,675.8918725,SMC (circular),Smooth Muscle,Muscularis Propria,-1.0
2643.1315851063828,491.49951276595743,Stem,Epithelial,Mucosa,0.3776743710041046
2591.420006451613,534.3735312903226,Enterocyte (mid),Epithelial,Mucosa,0.17102794349193573
2655.2510481081085,481.6411098918919,Stem,Epithelial,Mucosa,0.40474724769592285
2690.2942222222223,438.2020162222222,Stem,Epithelial,Mucosa,0.3641693592071533
2670.7499965909087,461.2034843749999,Goblet (bottom),Epithelial,Mucosa,0.40687909722328186
2591.908329326923,543.5183551442308,Stem,Epithelial,Mucosa,0.4131986200809479
2902.419717721519,223.1562587341772,"FB2a (submucosa, Grem1+)",Fibroblast,Submucosa,-1.0
2856.9938625,277.079852578125,Stem,Epithelial,Mucosa,0.14848379790782928
2764.25795945946,358.9480816216216,Stem,Epithelial,Mucosa,0.44212499260902405
2576.881013636364,558.2028058181818,Stem,Epithelial,Mucosa,0.3997027575969696
2603.1855413793105,516.3248696551723,Stem,Epithelial,Mucosa,0.3657167851924896
2756.1894802721085,373.1095172108844,Stem,Epithelial,Mucosa,0.3476020395755768
2610.990345,525.6486338571431,Stem,Epithelial,Mucosa,0.3278736174106598
2683.353328095238,451.9877384761905,Stem,Epithelial,Mucosa,0.4155716598033905
2602.503037671233,523.2492626712328,Stem,Epithelial,Mucosa,0.29351213574409485
2725.0270902439024,406.93453902439023,Stem,Epithelial,Mucosa,0.4214961528778076
2698.925942028985,433.9940298550724,Stem,Epithelial,Mucosa,0.43679341673851013
2496.145323529412,631.9396011764704,Endothelial (capillary),Endothelial,Submucosa,-1.0
2840.144706206897,288.56977,Stem,Epithelial,Mucosa,0.27551794052124023
2626.394397046413,506.2376614345992,Stem,Epithelial,Mucosa,0.3707249164581299
2804.8308416666678,328.30614648148145,Stem,Epithelial,Mucosa,0.32579505443573
2822.6232727272727,306.32810600000005,Stem,Epithelial,Mucosa,0.3269033432006836
2520.7560809523816,610.6563809523809,Paneth,Epithelial,Mucosa,0.16151611506938934
2977.759513071895,148.2181367973856,SMC (Tgfb3_hi),Smooth Muscle,Muscularis Propria,-1.0
2749.439032692308,377.64104173076913,Stem,Epithelial,Mucosa,0.4131803512573242
2775.796860576924,352.7697313461539,Stem,Epithelial,Mucosa,0.3379954397678375
2834.75961724138,288.9524803448276,Stem,Epithelial,Mucosa,0.2969661355018616
2710.861551076924,425.3070098461537,Stem,Epithelial,Mucosa,0.4636557996273041
2684.156643333333,440.783652,Stem,Epithelial,Mucosa,0.410374253988266
2756.2421828571432,365.97765085714286,Stem,Epithelial,Mucosa,0.38993072509765625
2578.645132,547.8908624,Stem,Epithelial,Mucosa,0.2248249500989914
2871.915794949495,257.59095494949497,Stem,Epithelial,Mucosa,0.1257765144109726
2586.0360685393257,541.1594689887642,Stem,Epithelial,Mucosa,0.13760225474834442
2719.975984666667,408.3975884,Stem,Epithelial,Mucosa,0.4802688658237457
2670.4941785714286,455.9691510714285,Stem,Epithelial,Mucosa,0.4047347605228424
2764.0523527777777,371.2303375,Stem,Epithelial,Mucosa,0.3956582546234131
2752.9159612903222,377.9035932258065,Stem,Epithelial,Mucosa,0.3916283845901489
2778.352075,350.96907625,Stem,Epithelial,Mucosa,0.35951972007751465
2558.362936666667,573.2910442777777,Stem,Epithelial,Mucosa,0.2523016631603241
2982.641415873016,152.3445107936508,SMC (longitudinal),Smooth Muscle,Muscularis Propria,-1.0
2445.0186079365085,688.0711952380952,SMC (longitudinal),Smooth Muscle,Muscularis Propria,-1.0
2832.77,303.42516800000004,Goblet (bottom),Epithelial,Mucosa,0.27082255482673645
2605.160432608696,529.7357515217391,Goblet (bottom),Epithelial,Mucosa,0.4149830639362335
2670.8153981684977,467.8244114652014,Stem,Epithelial,Mucosa,0.4598826467990875
2763.576938333333,377.2523186111112,Stem,Epithelial,Mucosa,0.37462761998176575
2877.232015873016,261.89486285714287,Paneth,Epithelial,Mucosa,0.2149212807416916
2419.7908999999995,713.7575711111111,SMC (longitudinal),Smooth Muscle,Muscularis Propria,-1.0
2677.7974490322576,449.4546552258065,Stem,Epithelial,Mucosa,0.3855971097946167
2759.127094392524,367.79154028037385,Stem,Epithelial,Mucosa,0.35367798805236816
2701.4084430769235,426.1460326153846,Stem,Epithelial,Mucosa,0.4309329092502594
2749.7302448275864,386.34199586206887,SMC (lamina propria),Smooth Muscle,Mucosa,0.4189262390136719
2815.01831875,324.77583837500003,Stem,Epithelial,Mucosa,0.3601440489292145
2916.221954,221.8070598,"FB2a (submucosa, Grem1+)",Fibroblast,Submucosa,-1.0
2779.696223134328,357.9566874626865,Stem,Epithelial,Mucosa,0.360506534576416
2745.90479404762,396.1899797619049,Endothelial (venous),Endothelial,Mucosa,0.4907493591308594
2787.516924285714,350.2478378571429,Goblet (bottom),Epithelial,Mucosa,0.2783467471599579
2649.066165060241,483.681783253012,Stem,Epithelial,Mucosa,0.363095760345459
2846.4054855421687,281.5814467469879,"FB1b (lamina propria, bottom)",Fibroblast,Mucosa,0.22577649354934692
2520.125520689655,619.188309137931,Telocyte (bottom),Fibroblast,Mucosa,0.3101437985897064
2596.095619626168,537.9560450467291,Stem,Epithelial,Mucosa,0.1736256629228592
2721.129342738589,417.2006898340248,Stem,Epithelial,Mucosa,0.45284923911094666
2727.2749007042253,413.2980978169014,Goblet (bottom),Epithelial,Mucosa,0.39806103706359863
2433.04807882353,706.3806410588236,SMC (Tgfb3_hi),Smooth Muscle,Muscularis Propria,-1.0
2610.5873552238804,523.3543374626865,Stem,Epithelial,Mucosa,0.3278736174106598
2435.8764521739126,697.0782517391303,SMC (Npy2r+),Smooth Muscle,Muscularis Propria,-1.0
2711.381643396226,419.62059377358486,Stem,Epithelial,Mucosa,0.49937665462493896
2845.427182352941,288.6510985294118,Stem,Epithelial,Mucosa,0.27551794052124023
2548.030737412587,586.3918522377622,Paneth,Epithelial,Mucosa,0.2906516492366791
2908.940965333333,229.16320279999997,Endothelial (lymphatic),Endothelial,Submucosa,-1.0
2691.360523076923,443.0283018131868,Goblet (top),Epithelial,Mucosa,0.41822347044944763
2850.0314,288.61423244444444,Endothelial (capillary),Endothelial,Mucosa,0.2269982546567917
2634.461383018868,504.68478448113217,Stem,Epithelial,Mucosa,0.4050259590148926
2685.209676923077,446.2586003846154,Enterocyte (bottom),Epithelial,Mucosa,0.47392547130584717
2458.0268415384617,676.3203407692308,SMC (circular),Smooth Muscle,Muscularis Propria,-1.0
2538.247626086957,600.8796062608697,Stem,Epithelial,Mucosa,0.139082133769989
2566.810945038168,565.6390875572519,B (plasma),Immune,Mucosa,0.4968068599700928
2524.5574568627453,609.5833909803921,Paneth,Epithelial,Mucosa,0.14719028770923615
2614.2847019230767,515.6577419230769,Stem,Epithelial,Mucosa,0.38019970059394836
2885.847890909091,246.0761031818182,Macrophage (Itgax+),Immune,Mucosa,0.15274029970169067
2764.091247619047,363.7996071428571,Enterocyte (bottom),Epithelial,Mucosa,0.516697883605957
2693.030380267558,450.5872979598663,Stem,Epithelial,Mucosa,0.5390921831130981
2842.770838410596,299.8935495364239,Goblet (bottom),Epithelial,Mucosa,0.20883814990520477
2793.571592857142,344.8234944285714,Stem,Epithelial,Mucosa,0.2660824656486511
2552.8890623376624,578.8159894155845,Stem,Epithelial,Mucosa,0.20801381766796112
2696.739763725491,444.5506793137255,Enterocyte (bottom),Epithelial,Mucosa,0.44905176758766174
2771.0604187234044,372.6771374468085,Stem,Epithelial,Mucosa,0.446075439453125
2638.883619708029,499.440209781022,Stem,Epithelial,Mucosa,0.40626204013824463
2871.0776520000004,272.357036,Stem,Epithelial,Mucosa,0.2110769897699356
2899.473664204545,238.6191130113636,Paneth,Epithelial,Submucosa,-1.0
2827.2244169696974,316.9958347878788,Stem,Epithelial,Mucosa,0.2976200580596924
2756.493649758454,383.4138463285025,Stem,Epithelial,Mucosa,0.366789311170578
2621.9210155737705,511.2014910655737,Stem,Epithelial,Mucosa,0.41613689064979553
2817.44788467742,320.7384827419355,Goblet (bottom),Epithelial,Mucosa,0.28204524517059326
2827.146241935483,311.71896685483864,Stem,Epithelial,Mucosa,0.29407230019569397
2617.766161904762,521.5664899633699,Stem,Epithelial,Mucosa,0.30359670519828796
2625.482505555556,519.1920427314815,Stem,Epithelial,Mucosa,0.4566868245601654
2909.6865604166665,227.30060541666663,Endothelial (lymphatic),Endothelial,Submucosa,-1.0
2864.748396756756,271.70139432432427,Stem,Epithelial,Mucosa,0.224059596657753
2835.292191428572,300.6235065714285,Goblet (bottom),Epithelial,Mucosa,0.25836464762687683
2646.0478492957745,497.3082123943662,Goblet (bottom),Epithelial,Mucosa,0.5070421099662781
2855.9756470588227,284.6684551470588,Stem,Epithelial,Mucosa,0.14848379790782928
2831.9783432,308.59260984,Stem,Epithelial,Mucosa,0.2405765801668167
2426.659804225352,718.7331535211268,Monocyte,Immune,Muscularis Propria,-1.0
2545.758140540541,593.1799072297298,Stem,Epithelial,Mucosa,0.2849380671977997
3001.777734042553,138.08467,SMC (longitudinal),Smooth Muscle,Muscularis Propria,-1.0
2901.421062589928,241.54951906474813,Paneth,Epithelial,Mucosa,0.24644243717193604
2670.9617298013245,476.9894232119205,Stem,Epithelial,Mucosa,0.4190252125263214
2838.97127979798,306.620898989899,Stem,Epithelial,Mucosa,0.27335742115974426
2847.459082539682,297.61122158730154,Stem,Epithelial,Mucosa,0.17765335738658905
2792.9834330882354,351.638740882353,Enterocyte (bottom),Epithelial,Mucosa,0.31199169158935547
2677.7078831683166,461.0711396039604,Stem,Epithelial,Mucosa,0.5013270378112793
2642.7981877192988,504.082680877193,Stem,Epithelial,Mucosa,0.47937408089637756
2754.3390885714284,390.36083600000006,Macrophage (Itgax+),Immune,Mucosa,0.40910816192626953
2578.862503225805,563.8489292741937,Goblet (bottom),Epithelial,Mucosa,0.3204324543476105
2982.9284676470597,160.44332294117643,SMC (longitudinal),Smooth Muscle,Muscularis Propria,-1.0
2587.29155,547.6111901136363,Stem,Epithelial,Mucosa,0.41108033061027527
2616.9088093457945,532.3841180373831,Stem,Epithelial,Mucosa,0.40533772110939026
2609.7647980392157,532.3134794117647,Stem,Epithelial,Mucosa,0.47269317507743835
2590.6313999999998,546.23451,Enterocyte (bottom),Epithelial,Mucosa,0.488908976316452
2784.5915824175822,362.4769076923077,Stem,Epithelial,Mucosa,0.37934914231300354
2822.1819169014084,318.3766825352112,Stem,Epithelial,Mucosa,0.37052592635154724
2771.709468253968,365.8519220634921,Stem,Epithelial,Mucosa,0.4361814260482788
2557.034162105263,591.6467975789474,Stem,Epithelial,Mucosa,0.32984066009521484
2427.6128181818185,716.0084022727273,Macrophage (Itgax+),Immune,Muscularis Propria,-1.0
2512.081190322581,636.8183261290324,SMC (muscularis mucosae),Smooth Muscle,Mucosa,0.32585564255714417
2688.7432627118646,460.5195905932204,Enterocyte (bottom),Epithelial,Mucosa,0.6345402598381042
2660.236735971223,484.9630708633092,Stem,Epithelial,Mucosa,0.43919745087623596
2703.8145833333338,445.8239002845528,Stem,Epithelial,Mucosa,0.40451228618621826
2585.008096052632,553.7007364473685,Goblet (bottom),Epithelial,Mucosa,0.35123321413993835
2778.1995491124258,370.3478320118344,Stem,Epithelial,Mucosa,0.40148818492889404
2699.5045171171178,442.3442177477477,Stem,Epithelial,Mucosa,0.4532918632030487
2872.3806345454545,280.86504745454545,Stem,Epithelial,Mucosa,0.23370176553726196
2633.9157503703705,510.8596409629628,Goblet (bottom),Epithelial,Mucosa,0.4645097255706787
2784.3006919540235,354.41158298850576,Goblet (bottom),Epithelial,Mucosa,0.40493038296699524
2583.874230935252,557.9139658992807,Stem,Epithelial,Mucosa,0.3695312440395355
2565.077933854167,584.0991130208332,Goblet (bottom),Epithelial,Mucosa,0.3457293212413788
2732.3871341708546,407.81989316582906,Stem,Epithelial,Mucosa,0.46385762095451355
2576.469925471698,568.7536279245282,Macrophage (Itgax+),Immune,Mucosa,0.3084152340888977
2811.455035643565,331.9849204950495,Goblet (bottom),Epithelial,Mucosa,0.4031078517436981
2643.722936842105,493.6419052631578,Stem,Epithelial,Mucosa,0.39016103744506836
2659.2371548387096,489.5118575268817,Stem,Epithelial,Mucosa,0.44661471247673035
2885.4484924242424,262.7997645454546,SMC (lamina propria),Smooth Muscle,Mucosa,0.17042410373687744
2704.122726337448,437.332829835391,Stem,Epithelial,Mucosa,0.4670799970626831
2653.547836842106,486.853803508772,Goblet (bottom),Epithelial,Mucosa,0.4273037016391754
2855.173227272727,283.3882593939394,Stem,Epithelial,Mucosa,0.14848379790782928
2834.7335437908496,313.1347854248366,Stem,Epithelial,Mucosa,0.2358996421098709
2753.705351633987,394.7727654248366,B (cycling),Immune,Mucosa,0.4779416620731354
2768.704129545454,369.4399788636364,Stem,Epithelial,Mucosa,0.4730067551136017
2626.091122641509,513.6062281132075,Stem,Epithelial,Mucosa,0.4175768196582794
2603.751245544555,537.7909051485149,Stem,Epithelial,Mucosa,0.4158531129360199
2875.2478116666666,274.8239111666666,Stem,Epithelial,Mucosa,0.2110769897699356
2923.0616943181817,222.3153054545455,"FB2a (submucosa, Grem1+)",Fibroblast,Submucosa,-1.0
2853.556633962265,294.3858939622641,Monocyte,Immune,Mucosa,0.17591847479343414
2990.8652601626018,156.39336154471542,SMC (longitudinal),Smooth Muscle,Muscularis Propria,-1.0
2754.8315745454547,389.0023970909091,Macrophage (Itgax+),Immune,Mucosa,0.40910816192626953
2825.5677449999994,323.68728833333336,Stem,Epithelial,Mucosa,0.3196372389793396
2590.966283333333,549.9681615591398,Stem,Epithelial,Mucosa,0.37861016392707825
2699.7294291044773,447.7360292537314,L,Epithelial,Mucosa,0.4532918930053711
2687.741052631579,453.69509763157896,Stem,Epithelial,Mucosa,0.4155716598033905
2676.864666666666,467.4031767222221,Stem,Epithelial,Mucosa,0.5145624876022339
2640.9798000000005,501.9352153333333,Goblet (bottom),Epithelial,Mucosa,0.40626204013824463
2778.4278400000003,363.0291922999999,Stem,Epithelial,Mucosa,0.426647424697876
2717.116449206349,418.9549231746032,Enterocyte (bottom),Epithelial,Mucosa,0.45284923911094666
2535.992,606.473576923077,Paneth,Epithelial,Mucosa,0.14281223714351654
2880.609582142857,269.3788895238096,Stem,Epithelial,Mucosa,0.20500819385051727
2610.9790110429444,530.1046758895704,Stem,Epithelial,Mucosa,0.39791765809059143
2558.036054077254,602.1780017596565,Stem,Epithelial,Mucosa,0.3597562313079834
2985.046360869565,166.18241065217393,SMC (circular),Smooth Muscle,Muscularis Propria,-1.0
2564.462029850746,574.9060362686567,Stem,Epithelial,Mucosa,0.25831469893455505
2590.907025139665,557.8316542458101,Stem,Epithelial,Mucosa,0.3768852949142456
2712.9377345679013,430.010226419753,Telocyte (bottom),Fibroblast,Mucosa,0.4412682354450226
2818.660231034483,331.2443301724137,Stem,Epithelial,Mucosa,0.35605287551879883
2531.7770739130438,616.7386886956521,Stem,Epithelial,Mucosa,0.21158534288406372
2743.360377168949,412.54238365296806,Pericyte,Fibroblast,Mucosa,0.4880009889602661
2763.8940903703706,383.2482587777778,Goblet (bottom),Epithelial,Mucosa,0.45197436213493347
2604.713814423077,548.24333625,Stem,Epithelial,Mucosa,0.308070570230484
2662.5894500000004,479.3109553225806,EC (bottom),Epithelial,Mucosa,0.39178428053855896
2843.9386263803685,308.9441908588957,Stem,Epithelial,Mucosa,0.3514624536037445
2893.4472085106386,259.2117818085107,Paneth,Epithelial,Mucosa,0.2429775446653366
2599.295926,545.2370688,Stem,Epithelial,Mucosa,0.30667784810066223
2891.515042307692,264.620646025641,Stem,Epithelial,Mucosa,0.34341588616371155
2736.577691631798,412.86105297071134,Stem,Epithelial,Mucosa,0.4880009889602661
2624.5025805194805,530.3011289177489,Stem,Epithelial,Mucosa,0.3794283866882324
2730.09207311828,426.1257950537634,Enterocyte (bottom),Epithelial,Mucosa,0.5005956292152405
2733.8102924528303,418.7786941509433,Stem,Epithelial,Mucosa,0.4856910705566406
2760.3360423076924,393.69245461538463,Telocyte (bottom),Fibroblast,Mucosa,0.46660372614860535
2792.9064607843134,361.95587367647056,Stem,Epithelial,Mucosa,0.45457324385643005
2862.3256044117647,287.18179897058826,EC (top),Epithelial,Mucosa,0.31521767377853394
2784.6143747967485,370.29197650406513,Stem,Epithelial,Mucosa,0.4312804639339447
2908.893711538461,234.71214884615387,Paneth,Epithelial,Submucosa,-1.0
2526.8453175531918,615.5763769148937,Stem,Epithelial,Mucosa,0.21907640993595123
2641.502052755906,511.68962275590553,Stem,Epithelial,Mucosa,0.48488593101501465
2846.919121052632,300.9064234210526,Stem,Epithelial,Mucosa,0.20913533866405487
2992.901396610169,161.2391313559322,ICC (myenteric plexus),Interstitial,Muscularis Propria,-1.0
2763.432307870371,389.0972159259261,Stem,Epithelial,Mucosa,0.44822821021080017
2824.021706428571,328.345796,Stem,Epithelial,Mucosa,0.3977360725402832
2731.103948148148,420.1474961728396,Enterocyte (bottom),Epithelial,Mucosa,0.5745097398757935
2632.507983516484,515.4692041758241,Stem,Epithelial,Mucosa,0.4566868245601654
2773.89923908046,371.884426091954,Stem,Epithelial,Mucosa,0.41466590762138367
2590.28637295082,565.1076760655737,Stem,Epithelial,Mucosa,0.29615089297294617
2559.841802083333,584.1549495138889,Stem,Epithelial,Mucosa,0.32984066009521484
2790.7187403508774,366.5164450877193,SMC (muscularis mucosae),Smooth Muscle,Mucosa,0.45743051171302795
2916.4554609756096,242.03693262195125,Paneth,Epithelial,Mucosa,0.22819297015666962
2700.3416623595504,454.4562133707865,Stem,Epithelial,Mucosa,0.5236145853996277
2822.9072975,334.41904775,Stem,Epithelial,Mucosa,0.35605287551879883
2431.874893055556,726.7725915277779,SMC (circular),Smooth Muscle,Muscularis Propria,-1.0
2570.069603870967,583.9226751612904,Stem,Epithelial,Mucosa,0.2165793627500534
2706.2979523076924,444.1983770769231,Stem,Epithelial,Mucosa,0.4152161180973053
2594.683987654321,551.3035543209876,Stem,Epithelial,Mucosa,0.37861016392707825
2466.77219375,681.5610425,ICC (deep muscular plexus),Interstitial,Submucosa,-1.0
2849.7000847826084,304.740815,Telocyte (bottom),Fibroblast,Mucosa,0.20913533866405487
2584.1097606557373,565.0358006010929,Stem,Epithelial,Mucosa,0.29615089297294617
2708.5934818181818,440.6354581818182,Stem,Epithelial,Mucosa,0.5106566548347473
2545.985296347031,607.139174018265,Stem,Epithelial,Mucosa,0.19052822887897491
2687.6514500000003,459.833082,Enterocyte (mid),Epithelial,Mucosa,0.6345402598381042
2532.8534427807485,623.2758568983958,Stem,Epithelial,Mucosa,0.28109022974967957
2609.254532967033,541.0320941758242,Stem,Epithelial,Mucosa,0.47344908118247986
2601.1535579234974,555.4093120218579,Stem,Epithelial,Mucosa,0.4137270152568817
2587.5954265822784,570.7949874683545,B (plasma),Immune,Mucosa,0.4145793914794922
2712.461934939759,433.957095060241,cDC2,Immune,Mucosa,0.4724002778530121
2738.8564961538464,417.67515205128205,Stem,Epithelial,Mucosa,0.4379366338253021
2771.2605408805034,386.9412329559748,Stem,Epithelial,Mucosa,0.526364803314209
2620.297285826772,537.4968788188977,Stem,Epithelial,Mucosa,0.42920196056365967
2833.8059047904194,321.6505734131736,Goblet (bottom),Epithelial,Mucosa,0.4150869846343994
3019.7987384615385,137.71688205128203,SMC (circular),Smooth Muscle,Muscularis Propria,-1.0
2876.1266764705883,285.6482291176471,Stem,Epithelial,Mucosa,0.27697619795799255
2994.966830555556,165.48412680555555,SMC (longitudinal),Smooth Muscle,Muscularis Propria,-1.0
2549.766477202073,602.0809855958548,Stem,Epithelial,Mucosa,0.2600156366825104
2718.6391036363634,433.14159036363634,SMC (lamina propria),Smooth Muscle,Mucosa,0.44795775413513184
2704.546123333333,451.1203239999999,Tuft,Epithelial,Mucosa,0.3812941312789917
2667.024629861111,489.08930701388886,Stem,Epithelial,Mucosa,0.5067745447158813
2589.7267940298507,565.6066598507462,Stem,Epithelial,Mucosa,0.29615089297294617
2684.258056589148,466.0616866666667,Stem,Epithelial,Mucosa,0.5706275105476379
2840.2971670000006,316.6816241,Stem,Epithelial,Mucosa,0.29211312532424927
2649.6503500000003,502.69679,Enterocyte (bottom),Epithelial,Mucosa,0.5046911835670471
2729.258084955752,426.8799586725664,Stem,Epithelial,Mucosa,0.5005956292152405
2540.987663636364,608.5019604545455,Stem,Epithelial,Mucosa,0.1390821486711502
2441.049440611353,720.7638326637555,SMC (circular),Smooth Muscle,Muscularis Propria,-1.0
2574.968643925233,585.6269370093459,Stem,Epithelial,Mucosa,0.2538613975048065
2596.268597945206,566.7950155479454,Stem,Epithelial,Mucosa,0.3937282860279083
2723.9586541353387,430.5468905263157,Stem,Epithelial,Mucosa,0.4538555145263672
2704.634353070176,458.71846421052624,Goblet (top),Epithelial,Mucosa,0.5358793139457703
2676.526733333333,477.4247453968254,Stem,Epithelial,Mucosa,0.44155630469322205
2860.844827777778,301.7290772222222,Stem,Epithelial,Mucosa,0.36114856600761414
2768.098272677596,399.6257913114754,Stem,Epithelial,Mucosa,0.5073081851005554
2819.49316,339.19160290909093,"FB1b (lamina propria, bottom)",Fibroblast,Mucosa,0.35605287551879883
2879.847061643836,277.0821505479452,Paneth,Epithelial,Mucosa,0.2725061774253845
2633.0018178010478,524.2975026701572,Stem,Epithelial,Mucosa,0.47126951813697815
2644.3190520833336,516.0367504166667,Stem,Epithelial,Mucosa,0.529554545879364
3002.152521359222,153.91951932038833,SMC (longitudinal),Smooth Muscle,Muscularis Propria,-1.0
2528.831939130435,626.0704626086957,Stem,Epithelial,Mucosa,0.28109022974967957
2834.588285294118,328.1977515882353,Stem,Epithelial,Mucosa,0.48468324542045593
2553.695315384616,603.1422115384615,Stem,Epithelial,Mucosa,0.33998775482177734
2751.0533666666665,401.7393176190476,"FB1a (lamina propria, top)",Fibroblast,Mucosa,0.5897983312606812
2828.3521161616163,331.12638646464643,Goblet (top),Epithelial,Mucosa,0.4084443747997284
2728.8881637500003,431.4981551249999,Stem,Epithelial,Mucosa,0.4270780086517334
2669.2645291666663,493.9577304166667,Enterocyte (bottom),Epithelial,Mucosa,0.5139176845550537
3016.145288,143.79691839999998,SMC (Npy2r+),Smooth Muscle,Muscularis Propria,-1.0
2699.0519465753423,459.9903489041096,Enterocyte (bottom),Epithelial,Mucosa,0.5236145853996277
3004.014119642857,164.69289035714286,SMC (Npy2r+),Smooth Muscle,Muscularis Propria,-1.0
2843.654656538461,322.2074313461539,Stem,Epithelial,Mucosa,0.3514600098133087
2661.802147169811,494.3349835849057,Stem,Epithelial,Mucosa,0.4900205433368683
2767.967331034483,393.2330481280789,Stem,Epithelial,Mucosa,0.46660372614860535
2803.758617948718,360.05610358974354,Enterocyte (bottom),Epithelial,Mucosa,0.5986729264259338
2691.2036566666666,466.8002926666667,Macrophage (Itgax+),Immune,Mucosa,0.48768267035484314
2563.763725316456,591.8806143037973,Stem,Epithelial,Mucosa,0.32655641436576843
2602.50754973262,565.9256500534759,Stem,Epithelial,Mucosa,0.3721247613430023
3007.197352631579,158.75775157894736,FB3 (muscularis externa),Fibroblast,Muscularis Propria,-1.0
2535.850745528456,628.1474139837399,Paneth,Epithelial,Mucosa,0.26337572932243347
2782.643450446428,379.3673744642857,Stem,Epithelial,Mucosa,0.5925840735435486
2869.4968222222224,291.18828833333333,Stem,Epithelial,Mucosa,0.5054935812950134
2568.8542253112028,592.9124090871369,Stem,Epithelial,Mucosa,0.34244504570961
2563.804553191489,600.9434776595743,Goblet (bottom),Epithelial,Mucosa,0.38849806785583496
2638.395409722222,518.0199137499999,Paneth,Epithelial,Mucosa,0.5446412563323975
2771.10664787234,381.4130924468084,Stem,Epithelial,Mucosa,0.49740830063819885
2737.351112554112,424.0979906060606,Stem,Epithelial,Mucosa,0.40554675459861755
2608.702424050633,554.1932092827002,Stem,Epithelial,Mucosa,0.3975108861923218
2425.31535,738.9197253846154,ICC (myenteric plexus),Interstitial,Muscularis Propria,-1.0
2851.6453734177217,309.55111746835445,Macrophage (Itgax+),Immune,Mucosa,0.3007570803165436
2719.9631818840576,445.9513892753624,Enterocyte (bottom),Epithelial,Mucosa,0.5276500582695007
2909.5435,247.51736612903224,Stem,Epithelial,Mucosa,0.24644243717193604
2587.157267484662,573.8984734355828,Stem,Epithelial,Mucosa,0.4327883720397949
2623.9203784210526,542.6823456842105,Stem,Epithelial,Mucosa,0.42647990584373474
2718.9599066666665,438.88350244444456,B (plasma),Immune,Mucosa,0.5303472876548767
2712.389052,443.7265950285714,Enterocyte (bottom),Epithelial,Mucosa,0.49681928753852844
2819.091160606061,340.48829393939394,B (cycling),Immune,Mucosa,0.4592094123363495
2584.547918396226,578.9238633490567,Stem,Epithelial,Mucosa,0.40367189049720764
2612.563280434783,548.6298447826086,Telocyte (mid),Fibroblast,Mucosa,0.3829246461391449
2883.5686370370368,280.6361088888889,Stem,Epithelial,Mucosa,0.3274753987789154
2725.1741467741936,439.3029935483871,Macrophage (Itgax+),Immune,Mucosa,0.4610811471939087
2675.3289505025127,483.69603650753766,Stem,Epithelial,Mucosa,0.4774315357208252
2734.427952631579,430.7593900657895,Enterocyte (bottom),Epithelial,Mucosa,0.5005449056625366
2578.891493548387,579.8719738709676,Stem,Epithelial,Mucosa,0.26982003450393677
2770.901915151515,385.6641175757576,Stem,Epithelial,Mucosa,0.48009809851646423
2615.0494078260867,543.6931715652174,Stem,Epithelial,Mucosa,0.42927122116088867
2638.851009375,528.7796420833333,Stem,Epithelial,Mucosa,0.5140464901924133
2793.848418987342,366.5627484810127,Enterocyte (bottom),Epithelial,Mucosa,0.45743051171302795
2846.646537878788,313.5458335606061,Stem,Epithelial,Mucosa,0.33882924914360046
2789.8819,373.2872575247524,Stem,Epithelial,Mucosa,0.5140497088432312
2906.439563636364,252.7454006060605,Paneth,Epithelial,Mucosa,0.26657405495643616
2581.558792857142,587.2994861038961,Stem,Epithelial,Mucosa,0.2395186573266983
2945.234615789473,218.2598797368421,Endothelial (arterial),Endothelial,Submucosa,-1.0
2924.872455333333,245.4523144,Stem,Epithelial,Mucosa,0.16997964680194855
2454.698068181818,707.8905515151515,SMC (circular),Smooth Muscle,Muscularis Propria,-1.0
2681.548153658537,477.0105738211383,Stem,Epithelial,Mucosa,0.5282806754112244
2780.0101918367345,388.0172821428571,Stem,Epithelial,Mucosa,0.5208868980407715
2855.0344930232554,310.53414953488374,Macrophage (Itgax+),Immune,Mucosa,0.43669983744621277
2880.113389041096,281.3665376712329,Stem,Epithelial,Mucosa,0.3274753987789154
2985.5734682926827,183.898112195122,SMC (circular),Smooth Muscle,Muscularis Propria,-1.0
2737.768786,432.1442772,Enterocyte (bottom),Epithelial,Mucosa,0.48037850856781006
2823.1763454545453,344.1963790909091,SMC (lamina propria),Smooth Muscle,Mucosa,0.46841511130332947
2992.5678942857144,176.79630814285713,SMC (circular),Smooth Muscle,Muscularis Propria,-1.0
2864.0297318435755,308.0467178212291,Stem,Epithelial,Mucosa,0.44974955916404724
2405.907235714286,764.4220335714284,SMC (muscularis mucosae),Smooth Muscle,Muscularis Propria,-1.0
